taxlevel	rankID	taxon	daughterlevels	total	F298	F307	F308	LGT_02262	LGT_02338	LGT_02339	LGT_02422	LGT_02424	LGT_02770	LGT_926	f102	f103	f104	f106	f114	f118	f122	f123	f124	f125	f132	f14_00499	f14_128_fecal	f14_235_fecal	f14_236_fecal	f14_245_fecal	f14_248_fecal	f14_276_fecal	f14_277_fecal	f14_286_fecal	f14_291_fecal	f14_292_fecal	f14_293_fecal	f14_299_fecal	f14_300_fecal	f14_301_fecal	f14_303_fecal	f14_305_fecal	f14_309_fecal	f14_310_fecal	f14_313_fecal	f14_390	f14_392	f14_399	f14_400	f14_403	f14_404	f14_409	f14_419	f14_420	f14_421	f14_430	f14_433	f14_437	f14_448	f14_449	f14_452	f14_459	f14_460	f14_462	f14_466	f14_468	f14_470	f14_472	f14_473	f14_475	f14_478	f14_479	f14_480	f14_481	f14_482	f14_483	f14_491	f14_492	f14_494	f14_495	f14_496	f14_509	f14_511	f14_512	f14_515	f14_546	f14_547	f14_551	f14_559	f14_560	f157	f165	f168	f169	f172	f174	f176	f177	f178	f180	f181	f183	f184	f185	f187	f191	f197	f198	f219	f220	f221	f223	f230	f233	f28	f30	f34	f35	f38	f43	f44	f50	f51	f55	f58	f60	f62	f63	f64	f66	f68	f69	f70	f71	f72	f73	f74	f75	f77	f89	f91	f95	f97	s14_00592	s14_00593	s14_00594	s14_315	s14_318	s14_321	s14_322	s14_326	s14_327	s14_329	s14_332	s14_338	s14_339	s14_348	s14_350	s14_357	s14_359	s14_360	s14_361	s14_362	s14_363	s14_367	s14_368	s14_376
3	0.2.4.1	Bacteria_unclassified	1	506162	14	122	9	116	42	41	0	868	24	20	5	63	20	0	60	43	293	1332	153	19	244	2	0	414	400	17	138	70	387	41	54	85	6	186	620	246	5	24	173	100	5	191	200	6	123	19	79	99	1008	87	84	26	34	200	72	8	8	198	984	0	44	118	170	55	282	1	659	255	0	114	660	585	706	329	352	72	93	48	1948	378	202	228	497	1037	54	192	396	2182	3	181	9	617	0	1929	117	674	3	422	14	2	3	78	0	80	14	5	1	0	45	0	338	228	2	200	239	4	641	1	0	127	224	179	283	2067	177	326	306	258	12	174	143	2	29	13	688	305	132	147	395	70	215	5	28	318	2	80	23	1	163	132	34	17	710	1511	44	35	189	235	8	162	27	3	72
4	0.2.4.1.1	Bacteria_unclassified	1	506162	14	122	9	116	42	41	0	868	24	20	5	63	20	0	60	43	293	1332	153	19	244	2	0	414	400	17	138	70	387	41	54	85	6	186	620	246	5	24	173	100	5	191	200	6	123	19	79	99	1008	87	84	26	34	200	72	8	8	198	984	0	44	118	170	55	282	1	659	255	0	114	660	585	706	329	352	72	93	48	1948	378	202	228	497	1037	54	192	396	2182	3	181	9	617	0	1929	117	674	3	422	14	2	3	78	0	80	14	5	1	0	45	0	338	228	2	200	239	4	641	1	0	127	224	179	283	2067	177	326	306	258	12	174	143	2	29	13	688	305	132	147	395	70	215	5	28	318	2	80	23	1	163	132	34	17	710	1511	44	35	189	235	8	162	27	3	72
5	0.2.4.1.1.1	Bacteria_unclassified	1	506162	14	122	9	116	42	41	0	868	24	20	5	63	20	0	60	43	293	1332	153	19	244	2	0	414	400	17	138	70	387	41	54	85	6	186	620	246	5	24	173	100	5	191	200	6	123	19	79	99	1008	87	84	26	34	200	72	8	8	198	984	0	44	118	170	55	282	1	659	255	0	114	660	585	706	329	352	72	93	48	1948	378	202	228	497	1037	54	192	396	2182	3	181	9	617	0	1929	117	674	3	422	14	2	3	78	0	80	14	5	1	0	45	0	338	228	2	200	239	4	641	1	0	127	224	179	283	2067	177	326	306	258	12	174	143	2	29	13	688	305	132	147	395	70	215	5	28	318	2	80	23	1	163	132	34	17	710	1511	44	35	189	235	8	162	27	3	72
6	0.2.4.1.1.1.1	Bacteria_unclassified	0	506162	14	122	9	116	42	41	0	868	24	20	5	63	20	0	60	43	293	1332	153	19	244	2	0	414	400	17	138	70	387	41	54	85	6	186	620	246	5	24	173	100	5	191	200	6	123	19	79	99	1008	87	84	26	34	200	72	8	8	198	984	0	44	118	170	55	282	1	659	255	0	114	660	585	706	329	352	72	93	48	1948	378	202	228	497	1037	54	192	396	2182	3	181	9	617	0	1929	117	674	3	422	14	2	3	78	0	80	14	5	1	0	45	0	338	228	2	200	239	4	641	1	0	127	224	179	283	2067	177	326	306	258	12	174	143	2	29	13	688	305	132	147	395	70	215	5	28	318	2	80	23	1	163	132	34	17	710	1511	44	35	189	235	8	162	27	3	72
2	0.2.5	Bacteroidetes	6	20131145	21112	3797	393	4796	8011	16042	95	8026	7767	16830	68	5449	6883	19845	9375	647	11905	18444	3705	164	1419	100	12	14598	152	8798	3579	1445	9700	128	4976	507	10418	317	2424	12601	9	645	83	7047	6885	8607	3526	19113	8957	2963	9769	1207	19625	11549	18483	460	7742	16729	8842	6594	180	4606	14382	216	15879	21061	17569	7388	11497	13	5778	19472	14	14636	8500	12314	16537	16292	15924	9942	16029	21304	26385	28742	31394	6239	7172	23173	10677	306	3785	9573	15109	3201	41372	2043	30	8439	270	5135	8651	8100	12	139	40	2520	61	14942	17296	14	5356	97	12484	10111	13041	1779	10	8103	7896	7391	15042	75	47	13243	2111	8471	13551	3297	8133	12329	14843	452	4830	12862	522	108	14695	507	5217	12523	5341	1132	5232	6307	12253	112	181	10840	44	10161	55	15912	10398	8586	339	7196	13924	124	20368	9837	17909	8602	2049	520	15022	6177	9718
3	0.2.5.2	Bacteroidetes_unclassified	1	40149	0	0	0	3	0	3	0	2	0	0	1	0	0	0	0	2	2	1781	0	0	0	0	0	1	9	0	0	33	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	80	0	0	0	0	108	0	0	1	1	693	0	29	0	0	0	4	0	0	0	0	450	178	478	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	1	6	7	7	0	0	4	0	0	3	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	3	0	0	0	9	1	0	0	0	0	2	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	81	5	0	0
4	0.2.5.2.1	Bacteroidetes_unclassified	1	40149	0	0	0	3	0	3	0	2	0	0	1	0	0	0	0	2	2	1781	0	0	0	0	0	1	9	0	0	33	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	80	0	0	0	0	108	0	0	1	1	693	0	29	0	0	0	4	0	0	0	0	450	178	478	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	1	6	7	7	0	0	4	0	0	3	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	3	0	0	0	9	1	0	0	0	0	2	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	81	5	0	0
5	0.2.5.2.1.1	Bacteroidetes_unclassified	1	40149	0	0	0	3	0	3	0	2	0	0	1	0	0	0	0	2	2	1781	0	0	0	0	0	1	9	0	0	33	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	80	0	0	0	0	108	0	0	1	1	693	0	29	0	0	0	4	0	0	0	0	450	178	478	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	1	6	7	7	0	0	4	0	0	3	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	3	0	0	0	9	1	0	0	0	0	2	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	81	5	0	0
6	0.2.5.2.1.1.1	Bacteroidetes_unclassified	0	40149	0	0	0	3	0	3	0	2	0	0	1	0	0	0	0	2	2	1781	0	0	0	0	0	1	9	0	0	33	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	0	0	0	0	0	0	0	10	0	0	51	0	0	0	80	0	0	0	0	108	0	0	1	1	693	0	29	0	0	0	4	0	0	0	0	450	178	478	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	0	0	1	6	7	7	0	0	4	0	0	3	0	0	0	0	0	0	1	1	0	2	0	1	0	2	0	3	0	0	0	9	1	0	0	0	0	2	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	10	2	0	0	0	81	5	0	0
3	0.2.5.3	Bacteroidia	1	20078319	21112	3797	393	4793	8011	16039	95	8024	7767	16830	66	5448	6883	19842	9375	645	11902	16663	3705	164	1419	100	12	14593	143	8798	3575	1412	9700	128	4976	507	10418	317	2418	12598	9	630	7	7046	6885	8607	3526	19113	8957	2963	9769	1207	19625	11547	18473	460	7742	16678	8842	6594	180	4526	14382	216	15879	21061	17461	7388	11497	12	5777	18779	14	14607	8500	12314	16537	16288	15924	9942	16029	21304	25935	28564	30916	6239	7172	23173	10677	306	3785	9573	15101	3201	41371	2043	30	8439	270	5135	8651	8098	8	139	39	2514	54	14935	17296	12	5352	97	12484	10108	13040	1772	7	8103	7896	7390	15041	73	44	13240	2110	8470	13550	3291	8122	12326	14842	450	4818	12853	520	89	14691	16	5217	12521	5340	1128	5230	6303	12253	112	160	10840	44	10157	32	15912	10398	8573	339	7196	13924	124	20349	9835	17909	8602	396	439	15014	6175	9718
4	0.2.5.3.1	Bacteroidales	6	20078319	21112	3797	393	4793	8011	16039	95	8024	7767	16830	66	5448	6883	19842	9375	645	11902	16663	3705	164	1419	100	12	14593	143	8798	3575	1412	9700	128	4976	507	10418	317	2418	12598	9	630	7	7046	6885	8607	3526	19113	8957	2963	9769	1207	19625	11547	18473	460	7742	16678	8842	6594	180	4526	14382	216	15879	21061	17461	7388	11497	12	5777	18779	14	14607	8500	12314	16537	16288	15924	9942	16029	21304	25935	28564	30916	6239	7172	23173	10677	306	3785	9573	15101	3201	41371	2043	30	8439	270	5135	8651	8098	8	139	39	2514	54	14935	17296	12	5352	97	12484	10108	13040	1772	7	8103	7896	7390	15041	73	44	13240	2110	8470	13550	3291	8122	12326	14842	450	4818	12853	520	89	14691	16	5217	12521	5340	1128	5230	6303	12253	112	160	10840	44	10157	32	15912	10398	8573	339	7196	13924	124	20349	9835	17909	8602	396	439	15014	6175	9718
5	0.2.5.3.1.1	Bacteroidaceae	2	10376114	12429	983	106	993	7036	4856	89	5940	7763	4466	15	23	5253	8988	4656	512	7406	10293	1646	127	961	77	7	12085	7	4	3246	250	7045	83	3359	295	8299	256	1997	7538	7	148	3	7035	5900	1050	3525	1203	8955	2302	2279	1204	12	8124	219	226	3451	190	2107	6186	154	2224	9854	12	11333	196	2840	3120	13	2	2338	7341	8	1833	5897	9261	7308	2322	14283	8266	9958	3790	2016	11658	13802	3777	1280	11580	1328	115	2179	9440	15076	2034	41166	1068	13	2881	100	1857	1427	6254	8	97	1	779	13	14770	12102	4	5078	36	9479	10099	12207	1274	4	6989	4342	688	12162	62	40	7963	1403	4567	7202	713	120	8093	8355	81	3933	8369	328	36	3229	11	5217	8773	2806	783	4147	6066	6539	43	129	6003	16	7718	20	15906	25	6712	136	6570	12214	104	3298	1947	16758	38	366	43	12397	180	7654
6	0.2.5.3.1.1.1	Anaerorhabdus	0	34546	39	0	0	16	7	0	0	0	0	31	0	0	4	0	16	0	7	196	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	133	56	0	0	0	0	0	0	0	0	17	0	0	0	0	0	49	0	0	0	0	0	0	0	6	0	0	168	0	1	0	0	0	171	55	0	0	115	0	5	5	0	0	0	0	37	0	24	0	0	131	11	1	0	14	0	5	0	6	0	0	0	2	0	0	0	0	0	48	0	0	0	0	0	0	0	0	73	4	1	1	1	0	3	1	0	9	0	12	0	5	11	24	0	0	1	0	9	0	3229	0	0	3	0	116	3	0	139	0	0	0	0	0	0	0	0	0	0	0	62	0	21	0	0	0	0	0	0	0	0
6	0.2.5.3.1.1.2	Bacteroides	0	10341568	12390	983	106	977	7029	4856	89	5940	7763	4435	15	23	5249	8988	4640	512	7399	10097	1646	127	961	77	7	12085	7	4	3246	250	7045	83	3359	277	8299	123	1941	7538	7	148	3	7035	5900	1050	3525	1186	8955	2302	2279	1204	12	8075	219	226	3451	190	2107	6186	154	2218	9854	12	11165	196	2839	3120	13	2	2167	7286	8	1833	5782	9261	7303	2317	14283	8266	9958	3790	1979	11658	13778	3777	1280	11449	1317	114	2179	9426	15076	2029	41166	1062	13	2881	100	1855	1427	6254	8	97	1	731	13	14770	12102	4	5078	36	9479	10099	12134	1270	3	6988	4341	688	12159	61	40	7954	1403	4555	7202	708	109	8069	8355	81	3932	8369	319	36	0	11	5217	8770	2806	667	4144	6066	6400	43	129	6003	16	7718	20	15906	25	6712	136	6570	12152	104	3277	1947	16758	38	366	43	12397	180	7654
5	0.2.5.3.1.2	Bacteroidales_incertae_sedis	1	399	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.5.3.1.2.1	Phocaeicola	0	399	0	0	15	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.2.5.3.1.3	Bacteroidales_unclassified	1	14302	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	41	0	0	0	8	0	0	0	0	4	0	1	1	26	4	0	30	2	0	0	7	0	0	5	0	133	4	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	1	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	458	0	1	8	634	1	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	385	0	0	0	33	0	2	0
6	0.2.5.3.1.3.1	Bacteroidales_unclassified	0	14302	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	41	0	0	0	8	0	0	0	0	4	0	1	1	26	4	0	30	2	0	0	7	0	0	5	0	133	4	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	1	0	2	0	0	0	4	0	3	0	0	0	0	0	0	0	3	0	0	14	0	0	0	0	0	458	0	1	8	634	1	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	1	0	0	0	0	385	0	0	0	33	0	2	0
5	0.2.5.3.1.4	Porphyromonadaceae	9	3807415	920	2784	19	3345	580	2571	3	1869	4	11789	1	2	415	10850	4718	26	3243	1220	1563	16	36	16	1	2505	119	8789	0	763	1325	30	430	73	1814	43	334	1703	2	40	2	3	975	78	0	2010	0	337	609	1	5651	2199	1580	116	2819	2990	6327	190	21	966	3484	14	1291	6537	9530	3384	7334	5	490	4137	0	641	1247	2718	7726	6163	1585	1101	2051	804	5766	6594	12833	2051	2537	6390	1055	103	1606	109	8	100	195	151	2	5522	28	651	37	1831	0	24	15	420	22	13	3	6	13	57	2612	9	351	52	1	1110	743	6674	1373	8	2	3816	665	1785	825	1328	17	726	4632	24	198	2245	79	21	11460	4	0	2699	1182	38	761	155	4177	56	0	4293	14	551	9	1	10372	369	126	243	978	1	1521	599	1082	1606	6	123	1722	194	1133
6	0.2.5.3.1.4.1	Barnesiella	0	93243	384	0	0	16	0	410	0	0	0	13	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	6	27	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	63	196	33	0	0	34	0	0	473	33	10	0	0	0	0	0	0	0	1	0	367	0	0	0	0	0	619	73	0	0	0	1202	0	0	0	0	3	21	0	0	0	0	3	0	5	0	0	0	1	1	13	3	0	0	4	6	0	0	0	0	0	0	2	0	1	0	1	0	0	0	1	1	0	0	0	0	18	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	44	0	0	0
6	0.2.5.3.1.4.2	Butyricimonas	0	128840	248	0	0	68	0	0	0	23	0	45	0	0	0	0	4	0	25	0	0	0	0	0	0	164	0	0	0	5	163	0	20	0	154	0	0	0	0	3	0	0	0	12	0	20	0	0	29	0	0	0	6	0	558	0	52	44	0	48	202	0	0	0	48	0	2	0	5	116	0	54	0	0	0	221	0	0	0	0	103	528	0	0	0	0	0	0	0	0	0	4	9	0	0	0	2	0	1	0	0	0	0	95	0	0	0	0	0	0	40	0	0	0	0	0	60	7	0	0	0	306	0	0	0	88	0	0	0	0	5	0	6	0	0	0	0	60	54	0	95	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	29	55	0	0	0	0	0	0	0
6	0.2.5.3.1.4.3	Dysgonomonas	0	34074	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	940	0	0	0	0	0	0	117	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.5.3.1.4.4	Odoribacter	0	488512	0	0	0	308	0	356	0	1	0	4	0	0	18	0	0	0	131	0	0	0	0	2	1	0	0	0	0	732	222	0	2	3	63	2	86	0	0	0	0	0	0	1	0	72	0	105	12	0	0	971	14	0	260	5	102	0	0	19	55	0	0	0	27	0	0	0	55	202	0	61	291	685	1022	49	909	1	9	47	166	546	11653	466	546	1298	1	4	0	98	0	1	0	52	0	7	0	118	0	0	0	0	1	98	0	0	0	0	0	0	0	2	1	0	0	130	13	0	0	0	0	62	0	6	0	847	0	0	0	2	86	611	30	2	0	0	0	257	41	0	92	0	2263	35	0	0	0	0	0	0	0	54	6	1	0	0	256	179	0	0	0	10	0	0	0
6	0.2.5.3.1.4.6	Parabacteroides	0	2215162	273	2782	8	742	550	886	3	1845	2	11540	1	0	396	10850	4714	20	3087	0	1552	13	36	14	0	2341	2	8788	0	19	940	30	408	64	1570	39	246	686	2	37	2	3	974	65	0	134	0	232	291	1	77	537	118	112	1919	229	6137	145	10	683	3137	14	818	444	691	3355	5	0	430	3819	0	211	953	1989	6313	215	676	1100	1988	756	854	5423	1178	1585	1991	3728	1046	75	1602	0	0	68	186	99	1	5513	23	533	31	1037	0	24	2	198	0	0	3	6	0	2	2186	7	348	50	1	974	655	6664	1354	1	1	2640	660	1778	815	271	15	711	4623	20	88	1633	26	15	11460	3	0	2378	1085	38	561	10	1887	20	0	4293	0	469	9	1	10372	315	95	242	978	0	1236	300	1065	0	0	2	1722	103	1133
6	0.2.5.3.1.4.7	Porphyromonadaceae_unclassified	0	37628	0	0	0	0	0	0	0	0	0	166	0	2	1	0	0	5	0	278	8	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	88	0	0	32	2	0	2	0	0	0	0	0	0	0	15	15	0	0	0	0	17	24	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	31	0	0	11	28	9	10	0	0	9	49	386	0	2	2	0	6	13	3	18	7	0	808	5	1	9	23	2	2	9	2	0	0	11	3	0	1	0	2	2	0	13	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0	0	0
6	0.2.5.3.1.4.8	Porphyromonas	0	809903	15	2	10	2211	30	919	0	0	2	21	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1784	0	0	277	0	5574	691	1442	0	19	2559	3	0	11	182	2	0	0	6028	8752	29	7325	5	0	0	0	315	2	44	9	5663	0	0	54	1	4006	0	2	0	0	162	8	24	4	0	0	6	0	0	1	0	0	0	0	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	13	0	0	1	0	0	0	0	0	0	2	0	0	0	145	27	1	0	0	13	82	0	0	0	0	0	0	0	1	0	54	17	1604	6	67	0	91	0
6	0.2.5.3.1.4.9	Proteiniphilum	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	0.2.5.3.1.5	Prevotellaceae	5	4229539	73	30	35	263	395	8102	1	10	0	556	42	21	727	3	0	11	0	23	0	21	1	5	3	2	17	4	0	165	27	0	129	1	5	13	2	14	0	19	1	7	10	7475	1	15843	1	2	6818	1	13962	3	16636	2	9	13431	3	187	3	726	3	188	2	13490	4586	559	4144	2	2183	2997	3	12027	958	128	215	6814	12	23	92	15265	17510	8503	386	86	2613	60	7423	39	0	3	13	234	9	114	15	2	6	6	7187	11	0	6	14	24	13	3	5191	0	6	0	48	0	318	222	0	0	1787	9	1	2	2	0	40	1510	0	0	7985	98	0	0	215	0	1	2	0	0	0	67	127	2	5	82	384	4	26	4	14	1795	2	5	0	1492	0	105	289	18	15402	6541	62	6958	17	239	876	5799	857
6	0.2.5.3.1.5.1	Alloprevotella	0	55365	0	0	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	1685	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
6	0.2.5.3.1.5.2	Hallella	0	538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	0.2.5.3.1.5.3	Paraprevotella	0	140118	9	0	0	0	0	0	0	0	0	349	3	0	727	0	0	0	0	0	0	6	0	0	0	0	0	0	0	22	26	0	46	0	0	0	0	14	0	0	0	0	0	0	0	11	0	0	60	0	0	3	0	0	0	0	0	6	0	0	0	0	0	2	9	0	0	0	113	0	0	22	0	108	89	0	8	0	1	0	0	148	0	29	0	0	0	0	0	3	1	221	0	111	0	0	0	0	0	0	0	0	0	0	0	0	5191	0	0	0	0	0	317	0	0	0	356	0	0	2	1	0	0	80	0	0	1398	98	0	0	31	0	0	1	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	289	0	13	0	0	0	0	0	0	0	856
6	0.2.5.3.1.5.4	Prevotella	0	3905776	9	30	35	119	395	7015	1	10	0	207	39	21	0	3	0	6	0	23	0	15	1	3	3	2	17	4	0	115	1	0	83	1	4	13	2	0	0	19	1	6	10	7475	1	15809	1	2	6728	1	13547	0	16595	2	9	11930	2	181	3	384	3	188	2	13116	3854	552	3392	2	2070	2997	3	9968	958	19	125	1951	4	23	89	15265	16300	8355	386	57	2612	60	7423	29	0	0	3	13	9	3	15	0	1	0	7187	8	0	6	9	20	0	0	0	0	3	0	44	0	1	222	0	0	1429	9	1	0	1	0	40	466	0	0	6587	0	0	0	184	0	1	1	0	0	0	67	34	2	5	68	384	4	26	4	14	1795	2	5	0	1492	0	99	0	12	15389	6382	55	6958	17	239	876	5799	1
6	0.2.5.3.1.5.5	Prevotellaceae_unclassified	0	127742	55	0	0	144	0	717	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	23	0	0	30	0	415	0	41	0	0	1499	1	0	0	330	0	0	0	372	722	7	751	0	0	0	0	352	0	1	1	4855	0	0	0	0	1210	0	0	0	1	0	0	10	0	0	9	0	0	0	0	2	5	6	0	3	0	0	3	3	9	0	0	0	1	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	159	7	0	0	0	0	0	0
5	0.2.5.3.1.6	Rikenellaceae	3	1650550	7689	0	218	192	0	507	2	205	0	17	4	5402	488	1	1	96	1252	5127	496	0	421	2	1	1	0	1	329	226	1303	15	1058	138	300	5	84	3343	0	423	1	1	0	4	0	57	1	322	32	1	0	1221	38	116	1463	26	405	31	2	602	1041	2	3253	838	501	325	5	2	740	4300	3	76	396	207	1288	980	44	552	3923	1445	510	1805	3545	325	742	5142	871	49	0	21	4	833	1	710	0	34	136	2619	0	0	0	9	8	1291	4	149	0	2	251	4	342	0	164	224	2	4	1024	19	1502	1	0	1447	2	608	5523	1250	0	2951	1855	344	464	1605	111	25	0	1	0	981	1225	305	317	0	1133	9	5	540	0	93	1	0	1	0	76	278	443	1	128	363	7	0	7	1	19	0	74
