OTU	Size	Taxonomy	taxname	phylum
Otu000070	146655	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000070_Bacteroides	Bacteroidetes
Otu000071	146511	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000071_Ruminococcaceae	Firmicutes
Otu000072	144210	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(100);	Otu000072_Veillonella	Firmicutes
Otu000073	144193	Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Pyramidobacter(100);	Otu000073_Pyramidobacter	Synergistetes
Otu000074	141269	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Flavonifractor(100);	Otu000074_Flavonifractor	Firmicutes
Otu000075	133631	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);	Otu000075_Porphyromonas	Bacteroidetes
Otu000076	131919	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu000076_Lactobacillus	Firmicutes
Otu000077	131843	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu000077_Prevotella	Bacteroidetes
Otu000078	130983	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Megasphaera(100);	Otu000078_Megasphaera	Firmicutes
Otu000079	127763	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000079_Ruminococcaceae	Firmicutes
Otu000080	125650	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Butyricimonas(100);	Otu000080_Butyricimonas	Bacteroidetes
Otu000081	121130	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);	Otu000081_Enterobacteriaceae	Proteobacteria
Otu000082	120413	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Porphyromonas(100);	Otu000082_Porphyromonas	Bacteroidetes
Otu000083	118670	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu000083_Fusobacterium	Fusobacteria
Otu000084	116795	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu000084_Streptococcus	Firmicutes
Otu000085	116210	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu000085_Clostridium_XlVa	Firmicutes
Otu000086	115625	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu000086_Lactobacillus	Firmicutes
Otu000087	115525	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Oscillibacter(100);	Otu000087_Oscillibacter	Firmicutes
Otu000088	114799	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Anaerostipes(100);	Otu000088_Anaerostipes	Firmicutes
Otu000089	113685	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu000089_Streptococcus	Firmicutes
Otu000090	113241	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu000090_Clostridium_XlVa	Firmicutes
Otu000091	112745	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000091_Bacteroides	Bacteroidetes
Otu000092	110693	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000092_Blautia	Firmicutes
Otu000093	104623	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000093_Clostridiales_unclassified	Firmicutes
Otu000094	104014	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000094_Bacteroides	Bacteroidetes
Otu000095	103760	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Hallella(100);	Otu000095_Hallella	Bacteroidetes
Otu000096	103720	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Bilophila(100);	Otu000096_Bilophila	Proteobacteria
Otu000097	100427	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000097_Blautia	Firmicutes
Otu000098	100264	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Corynebacteriaceae(100);Corynebacterium(100);	Otu000098_Corynebacterium	Actinobacteria
Otu000099	99851	Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Cloacibacillus(100);	Otu000099_Cloacibacillus	Synergistetes
Otu000100	99526	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetales_unclassified(100);	Otu000100_Actinomycetales_unclassified	Actinobacteria
Otu000101	97329	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Collinsella(100);	Otu000101_Collinsella	Actinobacteria
Otu000102	94560	Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Cloacibacillus(100);	Otu000102_Cloacibacillus	Synergistetes
Otu000103	93193	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu000103_Prevotella	Bacteroidetes
Otu000104	90002	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000104_Bacteroides	Bacteroidetes
Otu000105	89566	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Paraprevotella(100);	Otu000105_Paraprevotella	Bacteroidetes
Otu000106	87474	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000106_Ruminococcaceae	Firmicutes
Otu000108	87115	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000108_Ruminococcaceae	Firmicutes
Otu000109	86462	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Desulfovibrionales(100);Desulfovibrionaceae(100);Desulfovibrio(100);	Otu000109_Desulfovibrio	Proteobacteria
Otu000110	86294	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Barnesiella(100);	Otu000110_Barnesiella	Bacteroidetes
Otu000111	85516	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Sutterellaceae(100);Sutterella(100);	Otu000111_Sutterella	Proteobacteria
Otu000112	83156	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000112_Clostridiales_unclassified	Firmicutes
Otu000113	82883	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000113_Ruminococcaceae	Firmicutes
Otu000114	74972	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus(100);	Otu000114_Ruminococcus	Firmicutes
Otu000115	71351	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000115_Ruminococcaceae	Firmicutes
Otu000116	69997	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu000116_Lactobacillus	Firmicutes
Otu000117	68984	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000117_Lachnospiraceae	Firmicutes
Otu000118	68966	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu000118_Eggerthella	Actinobacteria
Otu000119	68006	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu000119_Bacteria_unclassified	Bacteria_unclassified
Otu000120	66232	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100);	Otu000120_Eubacterium	Firmicutes
Otu000121	66155	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu000121_Clostridium_XlVa	Firmicutes
Otu000122	65909	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Incertae_Sedis_XI(100);Murdochiella(100);	Otu000122_Murdochiella	Firmicutes
Otu000123	65132	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);	Otu000123_Acidaminococcaceae	Firmicutes
Otu000124	64972	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu000124_Lactobacillus	Firmicutes
Otu000125	63679	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000125_Ruminococcaceae	Firmicutes
Otu000126	61777	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu000126_Clostridium_XlVa	Firmicutes
Otu000127	60490	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000127_Bacteroides	Bacteroidetes
Otu000128	60373	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu000128_Lactobacillus	Firmicutes
Otu000129	59703	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000129_Ruminococcaceae	Firmicutes
Otu000130	58739	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu000130_Firmicutes_unclassified	Firmicutes
Otu000131	58696	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu000131_Prevotella	Bacteroidetes
Otu000132	58148	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000132_Ruminococcaceae	Firmicutes
Otu000134	56438	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Subdoligranulum(100);	Otu000134_Subdoligranulum	Firmicutes
Otu000135	56401	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000135_Blautia	Firmicutes
Otu000136	55445	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000136_Blautia	Firmicutes
Otu000137	54613	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Anaerotruncus(100);	Otu000137_Anaerotruncus	Firmicutes
Otu000139	52748	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu000139_Clostridium_sensu_stricto	Firmicutes
Otu000140	52733	Bacteria(100);Synergistetes(100);Synergistia(100);Synergistales(100);Synergistaceae(100);Pyramidobacter(100);	Otu000140_Pyramidobacter	Synergistetes
Otu000141	52637	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);	Otu000141_Clostridium_IV	Firmicutes
Otu000142	52630	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Mobiluncus(100);	Otu000142_Mobiluncus	Actinobacteria
Otu000143	51150	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000143_Blautia	Firmicutes
Otu000144	50482	Bacteria(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);Bacteria_unclassified(100);	Otu000144_Bacteria_unclassified	Bacteria_unclassified
Otu000145	49573	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Paraprevotella(100);	Otu000145_Paraprevotella	Bacteroidetes
Otu000146	49515	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVb(100);	Otu000146_Clostridium_XlVb	Firmicutes
Otu000149	48118	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu000149_Alistipes	Bacteroidetes
Otu000150	47955	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Burkholderiales_unclassified(100);	Otu000150_Burkholderiales_unclassified	Proteobacteria
Otu000151	46787	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);	Otu000151_Clostridium_IV	Firmicutes
Otu000153	45779	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu000153_Prevotella	Bacteroidetes
Otu000154	45248	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(100);	Otu000154_Sporobacter	Firmicutes
Otu000155	45211	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000155_Lachnospiraceae	Firmicutes
Otu000156	44520	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000156_Clostridiales_unclassified	Firmicutes
Otu000157	43799	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Anaerostipes(100);	Otu000157_Anaerostipes	Firmicutes
Otu000158	42881	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100);	Otu000158_Eubacterium	Firmicutes
Otu000159	42851	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100);	Otu000159_Roseburia	Firmicutes
Otu000160	42751	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000160_Clostridiales_unclassified	Firmicutes
Otu000161	42457	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000161_Ruminococcaceae	Firmicutes
Otu000162	42394	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Varibaculum(100);	Otu000162_Varibaculum	Actinobacteria
Otu000163	41289	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Sutterellaceae(100);Sutterella(100);	Otu000163_Sutterella	Proteobacteria
Otu000166	39435	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);	Otu000166_Clostridium_IV	Firmicutes
Otu000167	38056	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu000167_Clostridium_XlVa	Firmicutes
Otu000168	36436	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Coprobacillus(100);	Otu000168_Coprobacillus	Firmicutes
Otu000169	35305	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);	Otu000169_Clostridium_IV	Firmicutes
Otu000170	35170	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000170_Bacteroides	Bacteroidetes
Otu000171	35109	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);Succiniclasticum(100);	Otu000171_Succiniclasticum	Firmicutes
Otu000172	35033	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu000172_Clostridium_sensu_stricto	Firmicutes
Otu000174	34556	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Ruminococcus2(100);	Otu000174_Ruminococcus2	Firmicutes
Otu000175	33915	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);	Otu000175_Peptoniphilus	Firmicutes
Otu000176	33721	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu000176_Firmicutes_unclassified	Firmicutes
Otu000177	33582	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000177_Ruminococcaceae	Firmicutes
Otu000178	33293	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000178_Bacteroides	Bacteroidetes
Otu000179	33235	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000179_Ruminococcaceae	Firmicutes
Otu000180	33185	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);Stenotrophomonas(100);	Otu000180_Stenotrophomonas	Proteobacteria
Otu000182	32592	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000182_Ruminococcaceae	Firmicutes
Otu000183	32451	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);	Otu000183_Anaerococcus	Firmicutes
Otu000184	32287	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000184_Bacteroides	Bacteroidetes
Otu000185	32147	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000185_Ruminococcaceae	Firmicutes
Otu000187	31262	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu000187_Bacteroides	Bacteroidetes
Otu000188	31223	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000188_Clostridiales_unclassified	Firmicutes
Otu000191	30208	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000191_Lachnospiraceae	Firmicutes
Otu000192	30013	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);	Otu000192_Erysipelotrichaceae	Firmicutes
Otu000193	29493	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);	Otu000193_Anaerococcus	Firmicutes
Otu000194	28776	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Peptoniphilus(100);	Otu000194_Peptoniphilus	Firmicutes
Otu000195	28469	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000195_Ruminococcaceae	Firmicutes
Otu000196	28275	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Lactococcus(100);	Otu000196_Lactococcus	Firmicutes
Otu000197	28260	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000197_Ruminococcaceae	Firmicutes
Otu000200	26674	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu000200_Streptococcus	Firmicutes
Otu000201	26584	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000201_Clostridiales_unclassified	Firmicutes
Otu000202	26462	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Eubacteriaceae(100);Eubacterium(100);	Otu000202_Eubacterium	Firmicutes
Otu000204	26332	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Weissella(100);	Otu000204_Weissella	Firmicutes
Otu000205	25804	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000205_Lachnospiraceae	Firmicutes
Otu000207	25009	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000207_Clostridiales_unclassified	Firmicutes
Otu000208	24127	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000208_Ruminococcaceae	Firmicutes
Otu000214	23593	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Clostridium_XVIII(100);	Otu000214_Clostridium_XVIII	Firmicutes
Otu000215	23303	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_unclassified(100);	Otu000215_Clostridiales_unclassified	Firmicutes
Otu000216	23279	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu000216_Actinomyces	Actinobacteria
Otu000217	23214	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XI(100);Anaerococcus(100);	Otu000217_Anaerococcus	Firmicutes
Otu000220	22112	Bacteria(100);Firmicutes(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);Firmicutes_unclassified(100);	Otu000220_Firmicutes_unclassified	Firmicutes
Otu000222	21395	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu000222_Alistipes	Bacteroidetes
Otu000223	21337	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000223_Ruminococcaceae	Firmicutes
Otu000226	20983	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Coprococcus(100);	Otu000226_Coprococcus	Firmicutes
Otu000229	20869	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Blautia(100);	Otu000229_Blautia	Firmicutes
Otu000230	20753	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);	Otu000230_Erysipelotrichaceae	Firmicutes
Otu000231	20524	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000231_Lachnospiraceae	Firmicutes
Otu000233	20226	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000233_Ruminococcaceae	Firmicutes
Otu000238	19187	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000238_Ruminococcaceae	Firmicutes
Otu000241	18311	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Otu000241_Dialister	Firmicutes
Otu000244	17602	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000244_Ruminococcaceae	Firmicutes
Otu000245	17591	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000245_Ruminococcaceae	Firmicutes
Otu000246	17557	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000246_Ruminococcaceae	Firmicutes
Otu000247	17459	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Anaerorhabdus(100);	Otu000247_Anaerorhabdus	Bacteroidetes
Otu000248	17368	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);	Otu000248_Leuconostoc	Firmicutes
Otu000250	17072	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Anaerorhabdus(100);	Otu000250_Anaerorhabdus	Bacteroidetes
Otu000251	16732	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Otu000251_Dialister	Firmicutes
Otu000252	16675	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);	Otu000252_Ruminococcaceae	Firmicutes
Otu000253	16550	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);	Otu000253_Lachnospiraceae	Firmicutes
Otu000254	16254	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiales_Incertae_Sedis_XIII(100);Mogibacterium(100);	Otu000254_Mogibacterium	Firmicutes
Otu000255	16166	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Peptostreptococcus(100);	Otu000255_Peptostreptococcus	Firmicutes
