label	Groups	numOtus	Otu000001	Otu000002	Otu000003	Otu000004	Otu000005	Otu000006	Otu000007	Otu000008	Otu000009	Otu000010	Otu000011	Otu000012	Otu000013	Otu000014	Otu000015	Otu000016	Otu000017	Otu000018	Otu000019	Otu000020	Otu000021	Otu000022	Otu000023	Otu000024	Otu000025	Otu000026	Otu000027	Otu000028	Otu000029	Otu000030	Otu000031	Otu000032	Otu000033	Otu000034	Otu000035	Otu000036	Otu000037	Otu000038	Otu000039	Otu000040	Otu000041	Otu000042	Otu000043	Otu000044	Otu000045	Otu000046	Otu000048	Otu000049	Otu000050	Otu000051	Otu000052	Otu000053	Otu000054	Otu000055	Otu000056	Otu000057	Otu000058	Otu000059	Otu000060	Otu000061	Otu000062	Otu000063	Otu000064	Otu000065	Otu000066	Otu000067	Otu000068	Otu000069	Otu000070	Otu000071	Otu000072	Otu000073	Otu000074	Otu000075	Otu000076	Otu000077	Otu000078	Otu000079	Otu000080	Otu000081	Otu000082	Otu000083	Otu000084	Otu000085	Otu000086	Otu000087	Otu000088	Otu000089	Otu000090	Otu000091	Otu000092	Otu000093	Otu000094	Otu000095	Otu000096	Otu000097	Otu000098	Otu000099	Otu000100	Otu000101	Otu000102	Otu000103	Otu000104	Otu000105	Otu000106	Otu000108	Otu000109	Otu000110	Otu000111	Otu000112	Otu000113	Otu000114	Otu000115	Otu000116	Otu000117	Otu000118	Otu000119	Otu000120	Otu000121	Otu000122	Otu000123	Otu000124	Otu000125	Otu000126	Otu000127	Otu000128	Otu000129	Otu000130	Otu000131	Otu000132	Otu000134	Otu000135	Otu000136	Otu000137	Otu000139	Otu000140	Otu000141	Otu000142	Otu000143	Otu000144	Otu000145	Otu000146	Otu000149	Otu000150	Otu000151	Otu000153	Otu000154	Otu000155	Otu000156	Otu000157	Otu000158	Otu000159	Otu000160	Otu000161	Otu000162	Otu000163	Otu000166	Otu000167	Otu000168	Otu000169	Otu000170	Otu000171	Otu000172	Otu000174	Otu000175	Otu000176	Otu000177	Otu000178	Otu000179	Otu000180	Otu000182	Otu000183	Otu000184	Otu000185	Otu000187	Otu000188	Otu000191	Otu000192	Otu000193	Otu000194	Otu000195	Otu000196	Otu000197	Otu000200	Otu000201	Otu000202	Otu000204	Otu000205	Otu000207	Otu000208	Otu000214	Otu000215	Otu000216	Otu000217	Otu000220	Otu000222	Otu000223	Otu000226	Otu000229	Otu000230	Otu000231	Otu000233	Otu000238	Otu000241	Otu000244	Otu000245	Otu000246	Otu000247	Otu000248	Otu000250	Otu000251	Otu000252	Otu000253	Otu000254	Otu000255	Otu000256	Otu000257	Otu000258	Otu000261	Otu000262	Otu000263	Otu000265	Otu000268	Otu000269	Otu000274	Otu000275	Otu000276	Otu000278	Otu000280	Otu000284	Otu000285	Otu000288	Otu000290	Otu000291	Otu000294	Otu000295	Otu000296	Otu000297	Otu000298	Otu000301	Otu000302	Otu000303	Otu000304	Otu000307	Otu000308	Otu000310	Otu000312	Otu000315	Otu000319	Otu000326	Otu000329	Otu000332	Otu000334	Otu000342	Otu000344	Otu000345	Otu000347	Otu000349	Otu000350	Otu000353	Otu000359	Otu000362	Otu000366	Otu000368	Otu000369	Otu000371	Otu000377	Otu000378	Otu000381	Otu000384	Otu000394	Otu000395	Otu000399	Otu000404	Otu000405	Otu000418	Otu000420	Otu000422	Otu000426	Otu000430	Otu000431	Otu000438	Otu000441	Otu000446	Otu000450	Otu000452	Otu000459	Otu000466	Otu000470	Otu000483	Otu000486	Otu000500	Otu000502	Otu000511	Otu000516	Otu000519	Otu000556	Otu000560	Otu000610	Otu000620	Otu000652	Otu001005	rareOTUs1006
0.03	f51	303	6663	1	8048	8	2	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	18	5	0	4	0	0	0	0	0	2	0	0	466	0	3	4	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	3957	0	0	0	0	1	0	0	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	188
0.03	f55	303	0	0	15	1141	5	2354	1009	0	286	169	0	285	0	0	2883	0	0	0	0	0	0	2	0	112	7	0	243	0	0	532	379	44	0	0	0	0	0	0	28	0	0	0	62	0	0	0	0	0	0	2980	3509	0	113	0	55	0	436	101	64	4	0	1	0	0	0	0	0	0	0	0	0	15	203	0	0	0	1	0	306	4	0	57	0	15	27	107	1	0	0	0	111	0	0	0	205	3	0	0	0	252	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	7	42	0	0	0	0	0	834	0	0	0	0	0	0	0	122	752	236	0	0	0	0	0	0	73	0	209	0	0	102	0	36	0	0	0	0	0	0	0	0	178	0	0	0	6	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	19	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	1	0	115	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	20	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	358	0	0	0	0	0	0	174	0	1	9	43	3	0	3	0	0	0	0	3	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	3	0	0	3	0	1	0	0	7	1	1414
0.03	f63	303	143	11	0	0	62	82	1242	0	1	75	0	189	243	0	242	1	0	0	2	0	2	0	0	0	0	0	0	0	4570	15	0	24	1	8	45	0	0	105	56	0	6	0	0	0	0	0	1491	0	0	1	1	0	0	3	5	0	0	184	747	0	0	0	0	847	0	0	1	0	0	139	0	0	12	95	0	0	0	0	88	0	0	0	0	14	30	167	3	0	125	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	436	0	0	0	618	0	0	0	194	251	1749	25	0	0	0	0	0	0	0	2	0	0	0	0	0	0	99	40	0	0	34	0	0	0	0	0	8	0	29	0	0	0	0	0	184	0	17	0	0	0	102	2	0	136	35	0	4	0	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	2210	461	0	1	0	0	0	0	0	0	0	0	42	178	13	0	0	0	0	27	0	0	4	0	1	0	83	119	3	0	0	0	0	0	0	0	0	0	2	0	0	20	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	8	0	0	0	0	0	293	0	0	0	211	22	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	0	0	0	30	3	0	0	0	85	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	4	3059
0.03	f95	303	79	3	10	0	0	38	304	0	1	3	0	0	3	0	3	0	0	0	0	0	0	0	410	0	5	7	0	0	4	7	0	2468	2	0	0	4	0	178	129	0	72	0	0	0	0	0	530	2	0	0	0	0	87	0	52	0	1	67	22	5	0	0	0	0	0	0	4	0	0	21	0	0	23	0	0	0	0	0	0	0	0	0	0	26	164	43	4	11	136	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	38	66	11	0	53	0	0	0	0	0	0	2	2190	0	0	145	0	0	10	900	0	0	103	0	0	0	0	0	0	0	49	0	0	213	66	0	204	0	69	0	0	0	6	3	218	2	0	0	0	0	0	0	0	0	0	0	934	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	124	0	1	0	0	0	0	0	4	16	0	0	18	3	0	0	22	39	0	111	0	5	0	0	0	0	0	0	0	0	20	49	0	0	0	0	7	0	11	0	6	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	7	0	107	0	0	0	0	18	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	108	1	0	0	5	0	0	0	0	86	0	0	0	5	0	0	0	172	5	0	0	0	0	0	0	0	6	0	0	4	1224
0.03	f97	303	1834	0	50	305	1	367	159	0	0	47	1	189	6	0	304	0	0	0	0	0	4	0	0	0	0	3642	1123	422	431	88	144	51	10	0	0	119	0	209	59	1095	0	0	92	570	0	0	991	0	0	0	302	22	0	0	49	93	101	45	127	4	0	0	0	0	0	0	0	4	474	44	0	0	1	0	32	0	0	149	94	0	0	0	0	5	6	9	21	0	17	0	0	0	0	0	0	9	1	0	0	36	37	0	0	0	884	62	59	0	0	163	43	0	31	21	5	54	132	0	10	0	0	0	47	201	0	7	0	0	0	0	0	4	65	20	42	0	7	0	744	0	0	1	0	0	6	0	148	1	130	0	39	0	8	58	0	0	65	100	1	124	58	0	47	0	0	204	708	0	0	0	0	0	1	43	0	0	260	0	0	0	18	0	0	2	0	0	0	0	0	0	0	122	1	0	0	56	22	20	4	66	0	0	0	0	15	0	14	0	0	3	0	18	47	0	0	0	0	0	0	0	0	0	0	0	36	0	8	0	4	0	0	0	0	7	1	0	57	0	0	5	63	0	0	11	11	19	0	0	0	2	6	9	5	5	75	2	36	0	0	0	24	34	0	0	18	4	11	0	0	0	0	0	0	0	0	0	3	0	0	19	0	7	12	0	0	30	0	0	0	11	17	0	0	0	0	1	0	0	34	2	0	2	2324
0.03	f103	303	2043	4	8747	0	2	0	5387	0	7	8	0	0	2	1	0	0	0	0	0	0	0	0	2	0	2529	2693	0	0	0	0	0	1	0	0	0	299	0	1	737	0	1	0	0	8	0	0	0	19	0	0	0	0	0	0	2	63	0	342	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	226	0	12	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	475
0.03	f104	303	1995	66	0	0	3	231	374	0	0	547	0	164	0	0	112	14	0	447	0	0	0	0	1982	33	0	1343	0	0	659	39	0	126	0	5	0	2	0	1439	1	0	1	0	18	384	0	0	0	0	0	0	1418	0	0	0	2	0	109	132	14	0	0	0	0	0	0	0	4	0	156	32	0	0	91	0	0	0	0	0	0	0	0	0	0	2	8	103	0	4	7	73	15	0	0	0	0	480	0	0	0	0	0	0	0	559	0	9	0	0	0	0	0	26	1083	0	72	24	0	0	2	0	0	0	782	0	0	0	0	0	0	0	1	71	6	0	1	0	15	0	1	16	168	2	0	0	18	0	0	5	0	0	0	0	0	0	0	0	2	5	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	26	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	106	0	0	4	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	12	0	8	0	0	3	0	4	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	63	1	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	105	0	0	9	0	28	0	0	2	101	2	0	5	0	0	1	71	0	0	0	0	0	0	38	0	0	5	0	0	1110
0.03	f114	303	1	68	4518	0	7	3407	0	0	1	586	0	1305	0	0	0	143	0	0	0	0	0	0	0	0	0	0	49	0	1	1	0	2	0	0	0	15	0	3908	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	60	1	0	0	321	0	0	0	0	0	0	0	0	0	0	1560	0	104	0	0	0	0	0	4	0	0	0	0	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63
0.03	f122	303	3	19	0	1633	2830	1746	914	0	0	66	0	1335	0	0	310	0	0	0	0	0	0	0	0	1194	0	671	758	0	0	174	23	433	0	0	0	17	0	1429	88	251	1	0	131	0	0	0	238	0	0	1279	0	0	189	0	6	0	336	17	235	24	0	0	0	0	0	0	514	0	0	0	0	0	179	0	62	0	0	0	25	0	0	0	5	42	0	370	608	12	102	0	1552	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	184	15	44	0	6	0	0	0	0	51	0	0	0	0	0	105	0	0	1	16	0	0	206	0	5	0	0	100	0	0	101	0	0	8	0	0	16	0	24	0	0	0	0	17	3	13	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	77	77	2	0	0	0	20	0	0	7	0	0	0	0	62	0	0	0	0	0	386	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	15	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	25	20	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	6	10	8	0	944
0.03	f123	303	0	1832	0	0	0	0	4937	309	489	0	13	0	0	0	0	1	7	9999	0	0	0	9	0	0	2	0	0	0	1102	361	0	1843	25	0	0	0	0	0	204	0	0	0	0	0	1	0	0	0	0	0	0	6	0	0	72	253	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	920	2	0	0	0	0	0	0	0	0	2	178	0	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	0	21	0	0	0	27	5	390	0	208	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	200	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	24	0	0	0	0	192	0	0	0	0	0	184	0	0	0	0	0	0	0	799	7	0	7	0	0	0	0	0	0	0	0	0	0	2	0	47	0	0	0	0	0	0	0	0	0	8	0	0	0	31	211	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5489
0.03	f14_128_fecal	303	3649	2	6636	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36
0.03	f14_236_fecal	303	6222	908	9023	6	364	1	0	8	0	0	0	1	0	0	0	1	1	0	3	3	0	2	1	0	0	0	0	0	0	0	0	0	45	0	2	0	0	0	282	0	4748	0	0	0	7	0	0	0	0	0	0	95	0	0	26	0	0	0	0	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	754
0.03	f14_245_fecal	303	1843	5	5	0	1	5955	0	0	146	0	1	2828	0	1	0	0	0	2	7	0	0	0	0	0	150	0	0	1	0	0	157	170	0	2	1	2	0	0	0	0	24	0	0	0	0	0	67	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1894	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	22	55	3	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2297
0.03	f165	303	5	0	72	9094	20	0	0	0	0	154	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	1919	0	8	100	214	3	43	131	0	0	0	0	0	3413	0	0	0	0	0	21	0	0	0	0	0	0	0	1	0	275	0	0	0	0	12344	0	0	0	0	0	0	0	0	0	46	0	0	362	0	0	0	0	0	0	0	0	0	0	0	2	100	178	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1021	0	0	0	30	11	0	0	257	155	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	9	0	0	33	0	0	1930	0	0	21	0	38	0	0	0	3	4	10	0	0	0	0	0	8	0	287	29	0	15	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	0	5	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	0	14	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2	2	0	0	0	0	0	0	0	0	1417
0.03	f172	303	3203	0	6	0	0	0	0	0	0	13941	0	186	0	4	0	0	0	3083	0	0	0	0	0	9	0	4	0	21060	0	0	868	0	408	0	0	0	4	919	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	34	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	787	1	734
0.03	f174	303	2	1753	0	134	0	26	670	0	8	11	0	73	18	0	51	13	0	0	0	0	0	0	0	297	0	636	175	58	1747	1169	166	51	0	0	0	0	0	15	691	0	0	0	0	1864	0	0	242	0	0	0	0	1	0	0	56	0	0	145	137	16	0	0	0	52	0	0	0	0	278	558	0	0	1	0	0	0	0	0	0	0	0	0	0	19	1	5	121	4	168	0	8	0	0	0	152	1662	0	0	0	0	0	0	0	99	0	0	0	0	1	0	0	66	0	2	104	72	48	0	8	0	0	2	0	0	0	15	0	0	3	0	0	0	2	1	0	0	148	0	0	556	12	9	0	0	22	0	0	16	0	0	238	8	300	0	0	0	8	13	0	0	0	0	0	4	0	0	0	0	92	0	0	0	0	0	0	0	3	204	0	0	140	0	0	0	5	0	0	0	0	0	0	0	14	0	0	31	0	0	0	129	0	4	0	0	58	0	0	0	0	6	0	98	119	0	0	0	0	0	0	0	0	0	0	0	4	1	12	0	0	0	3	9	0	0	0	0	0	0	79	0	0	0	0	0	134	0	0	0	0	4	0	56	0	10	0	0	0	0	0	0	0	0	32	0	0	0	3	1	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	800	0	0	11	0	0	0	0	9	0	0	7	0	0	0	809
0.03	f176	303	980	26	0	0	1	1	0	0	2	10	0	0	0	21	0	0	9	0	21	3	3	1	0	0	92	0	0	0	0	0	21	0	0	14	0	1264	3	0	3	0	0	0	0	986	0	0	0	0	6002	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	2	0	717	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	1456	0	0	131	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2193	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88
0.03	f178	303	1590	23	164	11	5921	19	77	0	233	0	0	4	0	0	0	299	0	0	0	0	3	0	0	57	0	632	0	1	6	33	24	228	1	0	2	126	0	1	50	0	1	0	0	2	0	0	66	0	0	0	8	5	0	0	70	0	24	0	26	0	0	0	0	0	0	0	0	1	17	3	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	18	64	0	8	0	0	0	0	0	0	0	0	0	0	77	882	0	0	0	0	92	3	3	0	0	121	0	36	0	37	24	0	0	0	0	31	1	0	0	0	6	0	0	0	0	0	1	3	10	0	0	26	0	54	0	0	0	0	0	16	0	4	7	0	1	8	0	301	0	0	0	17	0	0	4	0	0	4	0	0	0	98	0	0	0	0	0	0	8	0	0	0	0	0	0	3	0	0	1	0	3	0	291	0	0	0	0	0	0	0	16	0	10	0	0	0	7	0	0	0	0	198	0	0	0	0	0	3	0	0	19	16	0	0	0	0	0	0	0	32	2	25	0	0	207	5	0	85	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	11	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	404
0.03	f181	303	4	0	0	1049	5	0	0	0	120	7	0	31	0	0	8	1175	0	0	0	0	0	0	0	0	81	0	4	0	3	2	92	0	0	0	0	0	0	0	0	272	245	0	0	0	0	0	0	7183	0	17	489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	16	0	50	0	0	411	0	0	270	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	5	0	0	0	0	40	0	0	0	0	0	0	0	0	4	152	0	0	12	0	0	0	0	1	176	21	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	58	0	4	0	0	0	0	0	0	0	7	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	29	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	29	0	0	0	85	0	0	0	0	0	0	0	20	0	0	0	0	0	7	0	3	28	0	2	0	0	0	19	0	0	0	0	38	0	0	0	0	0	23	0	93	0	0	0	2	0	146	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1277
